"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"468",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,4,1,1,"REVI","M","S",1,1,1
"470",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,6,1,1,"BTNW","M","S",1,1,1
"471",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,8,1,2,"OVEN","M","S",1,1,0
"473",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,13,2,4,"BTNW","M","S",1,0,0
"474",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,14,2,4,"OVEN","M","S",1,0,1
"476",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,16,2,5,"REVI","M","S",1,0,1
"477",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,17,2,5,"REVI","M","S",1,0,1
"479",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,21,3,7,"REVI","M","S",1,0,1
"480",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,22,3,7,"REVI","M","S",1,0,1
"481",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,25,3,9,"BTBW","M","S",1,1,0
"482",820,331,0,"5/21/2015","9:02:00 AM","AJS",1,1,26,3,9,"BTNW","M","S",1,0,1
"484",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,2,1,1,"REVI","M","S",1,1,0
"485",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,3,1,1,"OVEN","M","S",1,1,1
"489",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,13,2,4,"REVI","M","S",1,0,1
"492",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,21,2,6,"OVEN","M","S",1,0,0
"493",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,23,3,7,"REVI","M","S",1,0,1
"496",830,399,0,"5/21/2015","9:25:00 AM","DJW",1,1,30,3,9,"OVEN","M","S",1,0,0
"498",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,1,1,1,"BLBW","M","S",1,1,1
"499",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,2,1,1,"BLBW","M","S",1,1,1
"500",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,4,1,1,"BLBW","M","S",1,1,0
"501",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,5,1,1,"BTBW","M","S",1,1,0
"502",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,6,1,1,"REVI","M","S",1,1,1
"503",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,7,1,1,"REVI","M","S",1,1,1
"505",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,9,1,3,"BTBW","M","S",1,1,0
"506",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,10,1,3,"BTBW","F","V",1,1,0
"507",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,11,2,3,"REVI","M","S",1,0,1
"508",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,12,2,3,"BLBW","M","S",1,0,1
"509",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,13,2,4,"BLBW","M","S",1,0,1
"510",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,15,2,4,"BTBW","M","S",1,0,0
"512",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,19,3,6,"BLBW","M","S",1,0,1
"513",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,22,3,7,"BTBW","M","S",1,0,1
"514",820,330,0,"5/21/2015","9:25:00 AM","AJS",1,2,23,3,7,"BLBW","M","S",1,0,0
"518",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,6,1,1,"OVEN","U","C",1,1,0
"519",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,8,1,1,"BTNW","M","S",1,1,0
"523",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,14,2,4,"BTNW","M","S",1,0,0
"525",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,17,2,4,"OVEN","U","V",1,0,0
"527",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,20,2,5,"OVEN","U","V",1,1,0
"531",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,25,3,8,"BTNW","M","S",1,0,0
"532",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,27,3,8,"OVEN","U","V",1,0,0
"533",830,400,0,"5/21/2015","9:40:00 AM","DJW",2,1,28,3,8,"OVEN","U","V",1,0,0
"536",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,3,1,1,"BTBW","M","S",1,1,0
"537",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,4,1,1,"BTBW","M","S",1,1,1
"539",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,13,2,4,"BTNW","M","S",1,0,0
"540",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,14,2,4,"BTBW","M","S",1,0,0
"541",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,16,3,6,"BTBW","M","S",1,0,0
"542",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,17,3,6,"BTNW","M","S",1,0,0
"543",820,329,0,"5/21/2015","9:40:00 AM","AJS",1,1,22,3,9,"OVEN","M","S",1,0,0
"544",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,1,1,1,"BTNW","M","S",1,1,0
"545",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,2,1,1,"REVI","M","S",1,1,1
"547",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,5,1,1,"REVI","M","S",1,1,1
"550",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,9,2,3,"REVI","M","S",1,0,1
"551",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,10,2,3,"REVI","M","S",1,0,1
"555",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,14,2,5,"BTNW","M","S",1,0,1
"557",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,18,3,6,"REVI","M","S",1,0,1
"558",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,19,3,6,"REVI","M","S",1,0,1
"559",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,20,3,7,"OVEN","M","S",1,1,1
"563",810,313,0,"5/22/2015","5:32:00 AM","AJS",1,1,26,3,9,"BTNW","M","S",1,0,0
"564",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,1,1,1,"OVEN","M","S",1,1,1
"565",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,2,1,1,"REVI","M","S",1,1,1
"570",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,8,1,3,"BTBW","M","S",1,1,0
"572",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,10,2,4,"REVI","M","S",1,0,1
"577",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,15,2,5,"BTBW","M","S",1,0,0
"578",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,17,3,7,"REVI","M","S",1,0,1
"579",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,18,3,7,"BTBW","M","S",1,0,0
"581",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,20,3,7,"OVEN","M","S",1,0,1
"584",815,326,0,"5/22/2015","5:30:00 AM","DJW",2,1,24,3,8,"REVI","M","S",1,0,1
"585",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,0
"586",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,2,1,1,"REVI","M","S",1,1,1
"590",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,6,1,1,"REVI","M","S",1,1,1
"591",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,7,2,4,"BTBW","M","S",1,0,1
"592",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,8,2,4,"REVI","M","S",1,0,1
"593",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,9,2,4,"REVI","M","S",1,0,1
"596",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,12,2,4,"BTNW","M","S",1,0,0
"598",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,14,3,7,"BTBW","M","S",1,0,0
"600",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,16,3,7,"REVI","M","S",1,0,1
"601",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,17,3,7,"REVI","M","S",1,0,1
"603",810,314,0,"5/22/2015","5:32:00 AM","CH",0,0,19,3,7,"BTNW","M","S",1,0,0
"605",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,1,1,1,"OVEN","M","S",1,1,1
"606",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,2,1,1,"OVEN","M","S",1,1,1
"607",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,4,1,1,"OVEN","M","S",1,1,1
"609",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,6,1,1,"REVI","M","S",1,1,0
"612",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,12,2,4,"OVEN","M","S",1,0,1
"614",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,14,2,4,"OVEN","M","S",1,0,0
"615",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,15,2,6,"REVI","M","S",1,0,0
"618",810,315,0,"5/22/2015","5:49:00 AM","CH",0,0,19,3,7,"OVEN","M","S",1,0,1
"621",815,325,0,"5/22/2015","5:50:00 AM","DJW",2,1,1,1,1,"REVI","M","S",1,1,1
"626",815,325,0,"5/22/2015","5:50:00 AM","DJW",2,1,7,1,2,"OVEN","M","S",1,1,1
"628",815,325,0,"5/22/2015","5:50:00 AM","DJW",2,1,10,2,4,"REVI","M","S",1,0,0
"633",815,325,0,"5/22/2015","5:50:00 AM","DJW",2,1,15,3,7,"REVI","M","S",1,0,0
"639",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,1,1,1,"BTNW","M","S",1,1,1
"640",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,2,1,1,"BTNW","M","S",1,1,1
"641",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,3,1,1,"OVEN","M","S",1,1,1
"643",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,5,1,1,"REVI","M","S",1,1,1
"645",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,7,1,1,"BLBW","M","S",1,1,0
"646",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,9,2,4,"REVI","M","S",1,0,1
"648",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,11,2,4,"BTNW","M","S",1,0,1
"650",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,13,2,4,"OVEN","M","S",1,0,1
"652",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,15,2,6,"BLBW","M","S",1,0,0
"653",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,16,3,7,"OVEN","M","S",1,0,1
"655",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,18,3,7,"BTNW","M","S",1,0,1
"656",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,19,3,7,"REVI","M","S",1,0,1
"657",815,324,0,"5/22/2015","6:06:00 AM","DJW",2,1,20,3,8,"BLBW","M","S",1,0,0
"661",810,316,0,"5/22/2015","6:11:00 AM","CH",0,0,1,1,1,"REVI","M","S",1,1,0
"663",810,316,0,"5/22/2015","6:11:00 AM","CH",0,0,4,1,1,"OVEN","M","S",1,1,0
"666",810,316,0,"5/22/2015","6:11:00 AM","CH",0,0,9,1,3,"OVEN","U","V",1,0,0
"667",810,316,0,"5/22/2015","6:11:00 AM","CH",0,0,10,2,4,"REVI","M","S",1,0,1
"673",810,316,0,"5/22/2015","6:11:00 AM","CH",0,0,17,3,7,"REVI","M","S",1,0,0
"678",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,1,1,1,"REVI","M","S",1,1,1
"679",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,2,1,1,"OVEN","M","S",1,1,1
"681",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,5,1,1,"BTNW","M","S",1,1,0
"682",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,7,1,2,"REVI","M","S",1,1,1
"685",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,10,2,3,"REVI","M","S",1,0,1
"686",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,11,2,3,"REVI","M","S",1,0,1
"687",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,12,2,3,"BTNW","M","S",1,0,1
"688",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,14,2,4,"OVEN","M","S",1,0,0
"689",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,16,2,4,"REVI","M","S",1,1,1
"692",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,20,2,6,"OVEN","M","S",1,0,0
"693",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,21,3,6,"BTNW","M","S",1,0,0
"694",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,22,3,6,"OVEN","M","S",1,0,1
"696",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,27,3,8,"REVI","M","S",1,0,1
"697",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,28,3,8,"REVI","M","S",1,0,1
"698",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,29,3,8,"REVI","M","S",1,0,1
"699",810,312,0,"5/22/2015","5:49:00 AM","AJS",1,2,30,3,8,"REVI","M","S",1,0,1
"704",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,3,1,1,"OVEN","M","S",1,1,1
"706",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,5,1,2,"BLBW","M","S",1,1,0
"707",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,6,2,4,"BLBW","M","S",1,0,0
"708",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,7,2,4,"REVI","M","S",1,0,1
"710",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,9,2,4,"OVEN","M","S",1,0,1
"712",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,11,2,5,"BTNW","M","S",1,1,0
"713",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,12,3,7,"BLBW","M","S",1,0,0
"714",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,13,3,7,"BTNW","F","V",1,1,0
"715",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,14,3,8,"OVEN","M","S",1,0,1
"718",815,323,0,"5/22/2015","6:25:00 AM","DJW",1,1,17,3,8,"BTNW","M","S",1,0,0
"719",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,1,1,1,"REVI","M","S",1,1,1
"720",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,2,1,1,"BTNW","M","S",1,1,1
"721",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,3,1,1,"OVEN","M","S",1,1,1
"726",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,12,2,4,"REVI","M","S",1,0,1
"728",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,14,2,4,"BTNW","M","S",1,0,1
"732",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,20,3,7,"REVI","M","S",1,0,1
"733",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,22,3,7,"BTNW","M","S",1,0,1
"737",810,317,0,"5/22/2015","6:26:00 AM","CH",0,0,26,3,8,"OVEN","M","S",1,0,1
"739",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,2,1,1,"BLBW","M","S",1,1,0
"740",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,3,1,1,"BLBW","M","S",1,1,0
"742",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,5,1,2,"BTNW","M","S",1,1,0
"747",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,12,2,5,"BTNW","M","S",1,0,0
"748",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,13,2,5,"BLBW","M","S",1,0,1
"749",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,14,2,5,"BLBW","M","S",1,1,1
"752",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,17,3,7,"BLBW","M","S",1,0,0
"753",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,18,3,7,"OVEN","M","S",1,0,0
"754",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,19,3,7,"REVI","M","S",1,0,0
"755",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,20,3,7,"BTNW","M","S",1,0,0
"756",815,322,0,"5/22/2015","6:44:00 AM","DJW",0,1,21,3,10,"BLBW","M","S",1,0,0
"757",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,1
"759",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,3,1,2,"BTNW","M","S",1,1,1
"760",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,4,1,3,"OVEN","M","S",1,1,0
"761",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,5,2,4,"BTNW","M","S",1,0,1
"762",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,6,2,4,"BTNW","M","S",1,0,1
"765",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,11,3,7,"BTNW","M","S",1,0,1
"767",810,318,0,"5/22/2015","6:44:00 AM","CH",0,0,14,3,10,"BTNW","M","S",1,1,0
"768",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,1,1,1,"OVEN","M","S",1,1,1
"770",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,3,1,1,"BTBW","M","S",1,1,0
"773",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,7,2,4,"OVEN","M","S",1,0,1
"778",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,13,3,7,"BTBW","M","S",1,0,0
"779",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,14,3,7,"OVEN","M","S",1,0,1
"782",815,321,0,"5/22/2015","7:00:00 AM","DJW",1,1,18,3,8,"REVI","M","S",1,0,0
"783",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,1,1,1,"BTBW","M","S",1,1,0
"784",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,2,2,3,"BTBW","M","S",1,1,1
"785",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,3,2,3,"BTBW","M","S",1,0,1
"786",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,4,2,4,"OVEN","M","S",1,1,0
"787",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,5,3,6,"BTBW","M","S",1,0,1
"788",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,6,3,6,"OVEN","M","S",1,0,0
"789",810,311,0,"5/22/2015","6:06:00 AM","AJS",1,1,7,3,9,"BTBW","M","S",1,0,1
"790",810,310,0,"5/22/2015","6:24:00 AM","AJS",0,1,1,1,1,"REVI","M","S",1,1,0
"793",810,310,0,"5/22/2015","6:24:00 AM","AJS",0,1,5,1,1,"BTNW","M","S",1,1,0
"795",810,310,0,"5/22/2015","6:24:00 AM","AJS",0,1,7,2,3,"REVI","M","S",1,0,0
"799",810,310,0,"5/22/2015","6:24:00 AM","AJS",0,1,11,3,6,"REVI","M","S",1,0,0
"802",810,377,0,"5/22/2015","7:03:00 AM","CH",0,0,2,1,1,"REVI","M","S",1,1,0
"803",810,377,0,"5/22/2015","7:03:00 AM","CH",0,0,6,2,5,"REVI","M","S",1,0,0
"804",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,1,1,1,"OVEN","M","S",1,1,1
"805",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,2,1,1,"REVI","M","S",1,1,1
"809",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,6,1,1,"BTBW","M","S",1,1,0
"813",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,10,2,4,"REVI","M","S",1,0,1
"815",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,12,2,4,"OVEN","M","S",1,0,1
"821",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,19,3,7,"BTBW","M","S",1,0,0
"824",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,22,3,7,"OVEN","M","S",1,0,1
"825",815,320,0,"5/22/2015","7:17:00 AM","DJW",0,1,23,3,7,"REVI","M","S",1,0,1
"836",810,376,0,"5/22/2015","7:25:00 AM","CH",0,0,11,2,6,"REVI","M","S",1,0,1
"838",810,376,0,"5/22/2015","7:25:00 AM","CH",0,0,13,3,7,"REVI","M","S",1,0,0
"842",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,1,1,1,"REVI","M","S",1,1,1
"843",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,2,1,1,"REVI","M","S",1,1,1
"844",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,3,1,1,"BTNW","M","S",1,1,0
"845",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,7,1,2,"BTBW","M","S",1,1,0
"847",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,9,2,3,"BTNW","M","S",1,0,0
"848",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,10,2,3,"REVI","M","S",1,0,1
"849",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,11,2,3,"REVI","M","S",1,0,1
"850",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,12,2,3,"BTBW","M","S",1,0,1
"853",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,16,3,6,"REVI","M","S",1,0,1
"854",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,17,3,6,"REVI","M","S",1,0,1
"855",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,18,3,7,"BTNW","M","S",1,0,0
"857",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,20,3,7,"REVI","M","S",1,1,1
"860",810,309,0,"5/22/2015","6:45:00 AM","AJS",0,1,23,3,9,"BTBW","M","S",1,0,1
"862",815,319,0,"5/22/2015","7:31:00 AM","DJW",0,1,2,1,1,"BTNW","M","S",1,1,0
"868",815,319,0,"5/22/2015","7:31:00 AM","DJW",0,1,8,2,4,"BTNW","M","S",1,0,0
"872",815,319,0,"5/22/2015","7:31:00 AM","DJW",0,1,12,3,7,"REVI","M","S",1,0,0
"876",815,319,0,"5/22/2015","7:31:00 AM","DJW",0,1,16,3,8,"BTNW","M","S",1,0,0
"877",815,319,0,"5/22/2015","7:31:00 AM","DJW",0,1,17,3,8,"BTNW","F","V",1,1,0
"878",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,0
"879",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,2,1,1,"REVI","M","S",1,1,1
"883",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,6,1,3,"BLBW","M","S",1,1,0
"884",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,9,2,4,"REVI","M","S",1,0,1
"888",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,15,3,7,"REVI","M","S",1,0,0
"891",810,375,0,"5/22/2015","7:41:00 AM","CH",0,0,21,3,10,"BTNW","M","S",1,0,0
"892",815,378,0,"5/22/2015","7:51:00 AM","DJW",0,1,1,1,1,"BLBW","M","S",1,1,0
"893",815,378,0,"5/22/2015","7:51:00 AM","DJW",0,1,3,2,7,"REVI","M","S",1,1,0
"894",815,378,0,"5/22/2015","7:51:00 AM","DJW",0,1,4,3,7,"OVEN","M","S",1,1,0
"895",815,378,0,"5/22/2015","7:51:00 AM","DJW",0,1,5,3,8,"REVI","M","S",1,0,0
"896",815,378,0,"5/22/2015","7:51:00 AM","DJW",0,1,6,3,9,"BLBW","M","S",1,0,0
"904",815,379,0,"5/22/2015","8:06:00 AM","DJW",0,1,12,3,7,"OVEN","M","S",1,0,1
"906",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,1,1,1,"REVI","M","S",1,1,0
"907",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,3,1,1,"BTBW","M","S",1,1,0
"908",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,5,1,2,"BTBW","M","S",1,1,0
"909",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,6,1,2,"OVEN","M","S",1,1,0
"910",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,7,2,4,"BTBW","M","S",1,0,0
"911",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,8,2,4,"REVI","M","S",1,0,0
"912",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,9,2,4,"OVEN","M","S",1,0,1
"913",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,10,2,4,"OVEN","M","S",1,1,1
"914",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,12,2,5,"OVEN","M","S",1,1,0
"915",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,15,3,7,"OVEN","M","S",1,0,1
"916",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,16,3,8,"REVI","M","S",1,0,0
"917",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,17,3,8,"BTBW","M","S",1,0,0
"918",810,372,0,"5/22/2015","8:38:00 AM","CH",0,1,18,3,8,"OVEN","M","S",1,0,1
"920",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,1,1,1,"OVEN","M","S",1,1,1
"921",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,3,1,1,"REVI","M","S",1,1,1
"922",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,4,1,1,"REVI","M","S",1,1,1
"925",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,9,2,3,"OVEN","M","S",1,0,0
"927",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,11,2,4,"REVI","M","S",1,0,1
"930",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,15,3,6,"REVI","M","S",1,0,0
"933",805,308,0,"5/22/2015","7:19:00 AM","AJS",0,2,18,3,7,"BTNW","M","S",1,0,0
"938",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,6,1,1,"OVEN","U","V",1,1,0
"939",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,7,1,1,"OVEN","U","V",1,1,0
"943",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,11,1,3,"BLBW","M","S",1,1,0
"945",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,13,2,4,"BLBW","M","S",1,0,0
"946",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,14,2,4,"REVI","M","S",1,0,1
"951",815,380,0,"5/22/2015","8:25:00 AM","DJW",0,1,21,3,7,"REVI","M","S",1,0,0
"955",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,1,1,1,"BTNW","M","S",1,1,0
"956",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,2,1,1,"BTBW","M","S",1,1,1
"957",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,3,1,1,"OVEN","M","S",1,1,0
"958",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,4,1,1,"REVI","M","S",1,1,1
"959",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,5,1,1,"REVI","M","S",1,1,1
"960",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,6,1,3,"BLBW","M","S",1,1,0
"964",810,371,0,"5/22/2015","8:53:00 AM","CH",0,1,11,2,4,"OVEN","M","S",1,0,0
